2, 18, minrisk  9
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 2, 2, 1, 2, 
 1                       ,  1  1                    ,  1  11                   ,  1  111                  ,  1  1111                 ,  1  11111                ,  1  111111               ,  1  111111    1          ,  1  111111    1    1     ,  1  111111    1    1    1,  1  111111    1 2  1    1,  1  111111 1  1 2  1    1,  10 111111 1  1 2  1    1,  101111111 1  1 2  1    1,  101111111 1  1 22 1    1,  101111111 1 21 22 1    1,  101111111 1 21122 1    1,  101111111 1 21122 1  2 1, 
